Statistical profiling result from isolate-0x140008000-46289-v8.log, (7037 ticks, 28 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1   25.0%        Function: ^onEofChunk node:internal/streams/readable:588:20
      1  100.0%          Function: ^readableAddChunk node:internal/streams/readable:286:26
      1  100.0%            Function: ^Readable.push node:internal/streams/readable:277:35
      4   12.1%      Function: ^Kareem.execPost /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:120:37
      2   50.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4527:30
      2  100.0%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4562:18
      2  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/query/completeMany.js:36:26
      2   50.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:376:31
      2  100.0%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:297:69
      2  100.0%            Function: ^collectionOperationCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:211:54
      3    9.1%      Function: ^onwrite node:internal/streams/writable:428:17
      2   66.7%        Function: ^afterWriteDispatched node:internal/stream_base_commons:155:30
      2  100.0%          Function: ^writevGeneric node:internal/stream_base_commons:122:23
      2  100.0%            Function: ^Socket._writeGeneric node:net:931:42
      1   33.3%        LazyCompile: *writevGeneric node:internal/stream_base_commons:122:23
      1  100.0%          Function: ^Socket._writeGeneric node:net:931:42
      1  100.0%            Function: ^Socket._writev node:net:968:36
      2    6.1%      LazyCompile: *completeMany /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/query/completeMany.js:22:22
      2  100.0%        Function: ^cb /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:2027:14
      2  100.0%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/utils.js:692:14
      2  100.0%            Function: ^handleCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/utils.js:104:30
      2    6.1%      Function: ^resOnFinish node:_http_server:969:21
      1   50.0%        LazyCompile: *emit node:events:464:44
      1  100.0%          Function: ^onFinish node:_http_outgoing:999:18
      1  100.0%            Function: ^callback node:internal/streams/writable:553:44
      1   50.0%        Function: ^emit node:events:464:44
      1  100.0%          Function: ^onFinish node:_http_outgoing:999:18
      1  100.0%            Function: ^callback node:internal/streams/writable:553:44
      2    6.1%      Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:500:18
      1   50.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/plugins/validateBeforeSave.js:36:105
      1  100.0%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:135:37
      1  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:67:35
      1   50.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/plugins/saveSubdocs.js:11:45
      1  100.0%          Function: ^callMiddlewareFunction /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:480:32
      1  100.0%            Function: ^next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:27:22
      1    3.0%      LazyCompile: *processTicksAndRejections node:internal/process/task_queues:67:35
      1    3.0%      Function: ^resume node:internal/streams/readable:1030:16
      1  100.0%        Function: ^Readable.resume node:internal/streams/readable:1016:37
      1  100.0%          Function: ^Readable.on node:internal/streams/readable:927:33
      1  100.0%            Function: ^readStream /Users/alexsandr/Downloads/blog-app_2/api/node_modules/raw-body/index.js:155:21
      1    3.0%      Function: ^onDestroy node:internal/streams/destroy:80:21
      1  100.0%        LazyCompile: ~Socket._destroy node:net:804:37
      1  100.0%          Function: ^_destroy node:internal/streams/destroy:77:18
      1  100.0%            Function: ^destroy node:internal/streams/destroy:39:17
      1    3.0%      Function: ^maybeReadMore node:internal/streams/readable:657:23
      1  100.0%        Function: ^addChunk node:internal/streams/readable:356:18
      1  100.0%          Function: ^readableAddChunk node:internal/streams/readable:286:26
      1  100.0%            Function: ^Readable.push node:internal/streams/readable:277:35
      1    3.0%      Function: ^immediate /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/immediate.js:12:36
      1  100.0%        Function: ^validatePath /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:2529:24
      1  100.0%          Function: ^Document.$__validate /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:2437:42
      1  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:370:24
      1    3.0%      Function: ^checkIn /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/cmap/connection_pool.js:246:10
      1  100.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/cmap/connection_pool.js:347:21
      1  100.0%          Function: ^handleOperationResult /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/server.js:529:40
      1  100.0%            Function: ^messageHandler /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/cmap/connection.js:251:33
     32    1.0%    LazyCompile: *processTicksAndRejections node:internal/process/task_queues:67:35

   2919   41.5%  T _posix_spawnattr_setmacpolicyinfo_np

     85    1.2%  T _semaphore_destroy
     54   63.5%    LazyCompile: *writevGeneric node:internal/stream_base_commons:122:23
     45   83.3%      LazyCompile: *clearBuffer node:internal/streams/writable:532:21
     45  100.0%        LazyCompile: *end node:_http_outgoing:1004:45
     31   68.9%          LazyCompile: *send /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:111:25
     20   64.5%            LazyCompile: *json /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:250:25
     11   35.5%            Function: ^json /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:250:25
     10   22.2%          Function: ^write /Users/alexsandr/Downloads/blog-app_2/api/node_modules/finalhandler/index.js:275:18
     10  100.0%            Function: ^send /Users/alexsandr/Downloads/blog-app_2/api/node_modules/finalhandler/index.js:274:15
      4    8.9%          LazyCompile: *write /Users/alexsandr/Downloads/blog-app_2/api/node_modules/finalhandler/index.js:275:18
      4  100.0%            Function: ^send /Users/alexsandr/Downloads/blog-app_2/api/node_modules/finalhandler/index.js:274:15
      9   16.7%      Function: ^Socket._writeGeneric node:net:931:42
      9  100.0%        Function: ^Socket._writev node:net:968:36
      9  100.0%          Function: ^doWrite node:internal/streams/writable:401:17
      9  100.0%            Function: ^clearBuffer node:internal/streams/writable:532:21
      2    2.4%    T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      1   50.0%      LazyCompile: ~prepareHandshakeDocument /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/connect.js:170:34
      1  100.0%        LazyCompile: ~performInitialHandshake /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/connect.js:70:33
      1  100.0%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/connect.js:30:54
      1  100.0%            LazyCompile: ~callback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/connect.js:295:28
      1   50.0%      Function: ^$set /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:946:40
      1  100.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/timestamps/setupTimestamps.js:40:30
      1  100.0%          Function: ^callMiddlewareFunction /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:480:32
      1  100.0%            Function: ^next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:27:22
      2    2.4%    LazyCompile: ~serverUpdateHandler /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/topology.js:515:22
      1   50.0%      LazyCompile: *emit node:events:464:44
      1  100.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/server.js:153:51
      1  100.0%          LazyCompile: *emit node:events:464:44
      1  100.0%            LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/monitor.js:232:62
      1   50.0%      Function: ^emit node:events:464:44
      1  100.0%        LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/server.js:153:51
      1  100.0%          Function: ^emit node:events:464:44
      1  100.0%            LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/monitor.js:273:64
      1    1.2%    LazyCompile: ~updateRsFromPrimary /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/topology_description.js:339:29
      1  100.0%      Function: ^update /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/topology_description.js:141:9
      1  100.0%        Function: ^serverUpdateHandler /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/topology.js:515:22
      1  100.0%          Function: ^emit node:events:464:44
      1  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/server.js:153:51
      1    1.2%    LazyCompile: ~tryCreateBuffer node:fs:425:25
      1  100.0%      Function: ^readFileSync node:fs:461:22
      1  100.0%        LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1377:37
      1  100.0%          LazyCompile: ~Module.load node:internal/modules/cjs/loader:1190:33
      1  100.0%            LazyCompile: ~Module._load node:internal/modules/cjs/loader:946:24
      1    1.2%    LazyCompile: ~parserOnIncoming node:_http_server:1027:26
      1  100.0%      LazyCompile: ~parserOnHeadersComplete node:_http_common:72:33
      1    1.2%    LazyCompile: ~next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
      1  100.0%      LazyCompile: ~query /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/query.js:39:24
      1  100.0%        LazyCompile: ~handle /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/layer.js:86:49
      1  100.0%          LazyCompile: ~trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      1  100.0%            LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:280:64
      1    1.2%    LazyCompile: ~isSelected /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:2101:52
      1  100.0%      Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/timestamps/setupTimestamps.js:40:30
      1  100.0%        Function: ^callMiddlewareFunction /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:480:32
      1  100.0%          Function: ^next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:27:22
      1  100.0%            Function: ^_next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:89:17
      1    1.2%    LazyCompile: ~detachSocket node:_http_server:293:62
      1  100.0%      LazyCompile: ~resOnFinish node:_http_server:969:21
      1  100.0%        Function: ^emit node:events:464:44
      1  100.0%          LazyCompile: ~onFinish node:_http_outgoing:999:18
      1  100.0%            Function: ^callback node:internal/streams/writable:553:44
      1    1.2%    LazyCompile: ~debug node:internal/util/debuglog:82:15
      1  100.0%      LazyCompile: ~logger node:internal/util/debuglog:101:18
      1  100.0%        LazyCompile: ~onWriteComplete node:internal/stream_base_commons:80:25
      1    1.2%    LazyCompile: ~construct node:internal/streams/destroy:219:19
      1  100.0%      Function: ^Readable node:internal/streams/readable:221:18
      1  100.0%        Function: ^IncomingMessage node:_http_incoming:53:25
      1  100.0%          Function: ^parserOnHeadersComplete node:_http_common:72:33
      1    1.2%    LazyCompile: ~checkRequired /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schema/string.js:562:62
      1  100.0%      LazyCompile: ~requiredValidator /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:983:36
      1  100.0%        LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1198:30
      1  100.0%          T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%            LazyCompile: ~SchemaType.doValidate /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1183:43
      1    1.2%    LazyCompile: ~arrayStrictEqual /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/utils.js:183:26
      1  100.0%      LazyCompile: ~equals /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/server_description.js:140:9
      1  100.0%        LazyCompile: ~serverUpdateHandler /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/topology.js:515:22
      1  100.0%          LazyCompile: *emit node:events:464:44
      1  100.0%            LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/server.js:153:51
      1    1.2%    LazyCompile: ~_setCursorNotifiedImpl /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/cursor.js:693:32
      1  100.0%      Function: ^setCursorNotified /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/cursor.js:689:27
      1  100.0%        Function: ^setCursorDeadAndNotified /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/cursor.js:681:34
      1  100.0%          LazyCompile: ~nextFunction /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/cursor.js:706:22
      1  100.0%            Function: ^_next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/cursor.js:208:8
      1    1.2%    LazyCompile: ~_init /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:690:17
      1  100.0%      LazyCompile: ~init /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:676:14
      1  100.0%        LazyCompile: ~Document.$__init /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:588:38
      1  100.0%          LazyCompile: ~syncWrapper /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:232:30
      1  100.0%            LazyCompile: ~Document.init /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:569:35
      1    1.2%    LazyCompile: ~TLSSocket node:_tls_wrap:512:19
      1  100.0%      Function: ^connect node:_tls_wrap:1726:35
      1  100.0%        Function: ^makeConnection /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/connect.js:269:24
      1  100.0%          LazyCompile: ~connect /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/connect.js:18:17
      1  100.0%            LazyCompile: ~createConnection /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/cmap/connection_pool.js:385:26
      1    1.2%    LazyCompile: ~Schema.pathType /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schema.js:1160:37
      1  100.0%      LazyCompile: ~Schema.virtual /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schema.js:1735:36
      1  100.0%        LazyCompile: ~module.exports /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/plugins/idGetter.js:7:26
      1  100.0%          LazyCompile: ~Schema.plugin /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schema.js:1459:35
      1  100.0%            LazyCompile: ~Document.$__setSchema /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3131:43
      1    1.2%    LazyCompile: ~ReadPreference.translate /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/topologies/read_preference.js:159:36
      1  100.0%      Function: ^selectServer /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/topology.js:380:15
      1  100.0%        Function: ^executeWithServerSelection /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/operations/execute_operation.js:91:36
      1  100.0%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/operations/execute_operation.js:34:37
      1  100.0%            Function: ^maybePromise /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/utils.js:679:22
      1    1.2%    LazyCompile: ~MongoClient /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/mongo_client.js:195:21
      1  100.0%      LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/connection.js:832:31
      1  100.0%        T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%          LazyCompile: ~Connection.openUri /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/connection.js:680:40
      1  100.0%            LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/index.js:350:49
      1    1.2%    LazyCompile: ~Module._resolveLookupPaths node:internal/modules/cjs/loader:835:38
      1  100.0%      LazyCompile: ~Module._resolveFilename node:internal/modules/cjs/loader:1054:35
      1  100.0%        LazyCompile: ~Module._load node:internal/modules/cjs/loader:946:24
      1  100.0%          Function: ^Module.require node:internal/modules/cjs/loader:1223:36
      1  100.0%            Function: ^require node:internal/modules/helpers:175:31
      1    1.2%    LazyCompile: ~BufferList /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bl/node_modules/readable-stream/lib/internal/streams/BufferList.js:13:22
      1  100.0%      LazyCompile: ~ReadableState /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bl/node_modules/readable-stream/lib/_stream_readable.js:101:23
      1  100.0%        LazyCompile: ~Readable /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bl/node_modules/readable-stream/lib/_stream_readable.js:178:18
      1  100.0%          LazyCompile: ~Duplex /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bl/node_modules/readable-stream/lib/_stream_duplex.js:64:16
      1  100.0%            LazyCompile: ~BufferList /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bl/bl.js:6:21
      1    1.2%    LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:2001:43
      1  100.0%      LazyCompile: ~_wrappedThunk /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/query/wrapThunk.js:13:32
      1  100.0%        LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:370:24
      1  100.0%          Function: ^processTicksAndRejections node:internal/process/task_queues:67:35
      1    1.2%    LazyCompile: ~<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/monitor.js:396:7
      1  100.0%      Function: ^listOnTimeout node:internal/timers:517:25
      1  100.0%        Function: ^processTimers node:internal/timers:497:25
      1    1.2%    LazyCompile: *parserOnHeadersComplete node:_http_common:72:33

